alpha,frame_index_alpha,frame_index_global,used_iterations,frame_bit_errors,is_codeword,ml_invoked,ml_calls_in_frame,error_vn_indices,error_vn_last5_energies,global_max_last5_energies,global_max_vn_indices_last5,ml_proposed_vn_indices,ml_proposed_error_overlap
0.020000,49021,49021,0,11,0,1,100,"89;390;776;793;799;1069;1075;1078;1161;1176;1187","","","","55;390;472;797;1073;1182;377;462;764;1075;1158;406;501;793;1026;1181;628;1098;914;747;885;157;27;350;726;281;1117;111;381;749;894;1204;89;1138;452;386;1161;357;424;442;777;1053;1162;798;535;773;1060;1055","390;1075;793;89;1161"
0.020000,49192,49192,0,4,0,1,101,"195;605;724;1233","","","","833;557;958;226;966;1258;37;258;569;280;1268;115;16;554;939;1284;1119;246;302;916;669;1011;124;215;595;714;906;29;352;630;728;527;195;507;649;991;1099;1233;284;467;650;994;1215;657;979;345;533;605;724;412;726;871;1235;134;312;142;1129;4;327;703;891;1094","195;1233;605;724"
0.020000,51536,51536,0,4,0,1,100,"61;478;1005;1187","","","","57;408;464;766;1077;1160;325;503;795;1028;1183;799;392;1075;1184;474;167;1005;1205;675;1017;1125;371;505;683;252;533;310;439;676;1020;1241;61;396;478;803;1079;1134;329;468;770;1027;1164;412;507;1032;1187","1005;61;478;1187"
0.020000,52868,52868,0,3,0,1,100,"432;1033;1134","","","","1014;326;249;530;672;1122;176;164;514;692;1214;215;304;433;670;1235;432;79;347;788;1045;1182;1033;214;303;669;1013;1234;757;69;1142;404;1079;1134;327;466;768;1162;61;396;478;803;59;54;405;500;792;1180","432;1033;1134"
0.020000,53175,53175,0,6,0,1,182,"130;185;292;523;569;1223","","","","1079;466;803;59;768;1162;61;396;478;327;1134;54;405;500;792;1180;523;185;335;701;1023;1223;211;242;665;1007;1115;77;428;761;1048;1149;216;497;693;981;1089;274;457;694;984;1205","523;185;1223"
0.020000,53466,53466,0,6,0,1,100,"40;241;552;961;1130;1282","","","","725;1130;411;604;870;1234;135;313;606;917;141;26;349;627;913;1116;20;241;552;816;941;1251;284;561;837;970;1262;343;621;719;907;1110","1130;241;552"
0.020000,54680,54680,0,4,0,1,101,"447;468;995;1195","","","","199;230;511;653;995;1103;661;537;349;983;1237;288;471;654;998;1219;1134;353;478;438;794;1051;61;396;85;803;1079;62;413;508;800;1033;447;1195;362;1060;1143;84;419;772;1048;1157;175;318;684;974;94","995;447;1195"
0.020000,56583,56583,0,12,0,1,100,"103;163;164;183;384;495;671;672;673;994;1015;1215","","","","164;672;1122;673;1014;530;307;436;249;1017;1238;368;502;680;1002;1202;305;127;598;717;909;32;355;633;731;865;103;400;495;787;1074;1175;384;466;791;1067;1176;371;456;758;1069;1152;163;671;248;1013;1121;367;501;679;1001;1201;306;435;529;1016;1237;183;455;691;979;1087;272;268;692;982;1203;333;521;699;1021;1221;211;361;995;1195","164;672;673;103;495;384;163;671;183"
0.020000,57028,57028,0,4,0,1,100,"70;178;421;490","","","","516;1108;235;658;1000;204;178;421;694;1016;1216;70;328;808;1041;1142;1190;614;735;880;151;86;449;774;1050;1159;263;490;686;974;1082;321;450;687;977;1198","178;421;70;490"
0.020000,57219,57219,0,4,0,1,100,"162;671;1121;1193","","","","445;1193;360;801;1058;1141;82;417;770;1046;1155;173;316;682;972;92;305;162;434;671;1015;1236;127;598;717;909;1122;41;582;858;937;1283","1193;162;671"
0.020000,57383,57383,0,9,0,1,100,"7;112;235;578;842;857;894;936;1087","","","","37;736;638;569;833;958;1268;360;578;258;870;1127;933;1279;301;854;235;842;516;658;1000;1108;14;546;810;935;1245;124;563;204;948;1293;46;267;967;1277;139;250;857;963;1254","578;235;842;857"
0.020000,58874,58874,0,7,0,1,196,"119;258;573;837;943;958;1262","","","","943;47;311;588;810;1289;22;243;554;818;1253;119;230;558;837;1288;389;636;703;902;1212;297;644;709;901;1114","943;119;837"
0.020000,60046,60046,0,5,0,1,100,"242;541;570;817;1271","","","","507;799;412;991;195;1099;1007;61;226;649;1032;1187;373;1207;685;169;152;1191;615;736;881;422;880;623;742;276;1093;263;591;816;922;1267;458;760;1071;1154;105;50;597;749;883;1086",""
